zone,Minute,Result,X,Y,player,h_a,situation,shotType,domVSnondom,Opponent,playerAssist,typeOfAssist,sideOfAttack,PossesionWon,typeOfAttack,year,goals.x,goals.y,sideOfAttackGrouped,Team,Game,GK,net_x,net_y,PSxG
3,85,GOAL,6.78,36.03,PLAYER 8,HOME,OPENPLAY,RIGHTFOOT,DOMINANT,OPPONENT 11,DUGGAN,CROSSONGROUND,MIDDLE,MIDDLE,COUNTER,2022,1,0.3747760736574889,MIDDLE,TEAM,2022 - OPPONENT 11 - HOME,GK,-6.16,3.84,0.910588776688668
3,20,SAVED,110.47,40.29,PLAYER 16,HOME,OPENPLAY,RIGHTFOOT,,OPPONENT 10,,THROUGH BALL,LEFT,DEFENSIVE,POSSESSION,2022,0,0.2497433595128589,SIDE,OPPONENT,2022 - OPPONENT 10 - HOME,GK,14.14,1.15,0.01
3,57,BLOCKED,108.07,38.57,PLAYER 16,HOME,THROW-IN,RIGHTFOOT,,OPPONENT 13,,CROSSINAIR,RIGHT,DEFENSIVE,RESTART,2022,0,0.19988576927446816,SIDE,OPPONENT,2022 - OPPONENT 13 - HOME,GK,-9.68,2.99,0.9417703289631892
3,90,BLOCKED,10.89,37.32,PLAYER 12,AWAY,FREEKICK,RIGHTFOOT,DOMINANT,OPPONENT 13,,CROSSINAIR,LEFT,MIDDLE,RESTART,2022,0,0.22676323240072904,SIDE,TEAM,2022 - OPPONENT 13 - AWAY,GK,-15.66,7.03,0.01
3,35,SAVED,17.15,42.88,PLAYER 3,HOME,OPENPLAY,RIGHTFOOT,DOMINANT,OPPONENT 8,GOTTRON,OTHER,MIDDLE,OFFENSIVE,COUNTER,2022,0,0.10586526885842333,MIDDLE,TEAM,2022 - OPPONENT 8 - HOME,GK,-4.54,5.53,0.9131880756771316
3,78,SAVED,10.05,30.91,PLAYER 13,AWAY,OPENPLAY,RIGHTFOOT,DOMINANT,OPPONENT 9,PARKER,THROUGH BALL,MIDDLE,DEFENSIVE,COUNTER,2022,0,0.183886286590779,MIDDLE,TEAM,2022 - OPPONENT 9 - AWAY,GK,-12.92,5.65,0.01
3,75,BLOCKED,17.74,33.29,PLAYER 18,AWAY,OPENPLAY,RIGHTFOOT,DOMINANT,OPPONENT 13,,SHORT PASS,MIDDLE,OFFENSIVE,COUNTER,2022,0,0.10408025338821346,MIDDLE,TEAM,2022 - OPPONENT 13 - AWAY,GK,-9.36,0.95,0.9579966684965032
3,70,SAVED,13.37,35.03,PLAYER 13,AWAY,OPENPLAY,RIGHTFOOT,DOMINANT,OPPONENT 9,ISRAEL,OTHER,MIDDLE,MIDDLE,COUNTER,2022,0,0.1665703903216844,MIDDLE,TEAM,2022 - OPPONENT 9 - AWAY,GK,-3.21,6.77,0.9333495089402158
3,55,MISSED,9.09,37.86,PLAYER 8,HOME,OPENPLAY,RIGHTFOOT,DOMINANT,OPPONENT 8,SOMMERFELD,CROSSONGROUND,LEFT,OFFENSIVE,COUNTER,2022,0,0.28210850166643525,SIDE,TEAM,2022 - OPPONENT 8 - HOME,GK,3.07,3.89,0.8765578352782468
3,25,MISSED,16.93,38.24,PLAYER 21,HOME,OPENPLAY,LEFTFOOT,NONDOMINANT,OPPONENT 7,KING,CROSSINAIR,LEFT,OFFENSIVE,COUNTER,2022,0,0.11922036118113429,SIDE,TEAM,2022 - OPPONENT 7 - HOME,GK,-7.71,4.77,0.9268313833002924
3,25,GOAL,6.7,37.96,PLAYER 9,AWAY,OPENPLAY,LEFTFOOT,NONDOMINANT,OPPONENT 2,WINCHESTER,CROSSINAIR,RIGHT,MIDDLE,COUNTER,2022,1,0.38955228919976803,SIDE,TEAM,2022 - OPPONENT 2 - AWAY,GK,-1.88,1.91,0.9140150617038572
3,14,BLOCKED,16.5,36.09,PLAYER 9,HOME,OPENPLAY,RIGHTFOOT,DOMINANT,OPPONENT 8,KERN,SHORT PASS,LEFT,OFFENSIVE,COUNTER,2022,0,0.12370840643015321,SIDE,TEAM,2022 - OPPONENT 8 - HOME,GK,11.14,6.05,0.9562516483804671
3,57,SAVED,111.36,51.16,PLAYER 16,AWAY,OPENPLAY,RIGHTFOOT,,OPPONENT 2,,SHORT PASS,MIDDLE,MIDDLE,COUNTER,2022,0,0.10308666963182428,MIDDLE,OPPONENT,2022 - OPPONENT 2 - AWAY,GK,-14.84,1.49,0.01
3,80,GOAL,107.58,39.85,PLAYER 16,AWAY,PENALTYKICK,RIGHTFOOT,,OPPONENT 4,,,LEFT,OFFENSIVE,PENALTY,2022,1,0.18458491536152566,SIDE,OPPONENT,2022 - OPPONENT 4 - AWAY,GK,-14.66,11.37,0.01
3,65,MISSED,102.55,32.13,PLAYER 16,AWAY,OPENPLAY,RIGHTFOOT,,OPPONENT 9,,,MIDDLE,OFFENSIVE,POOR CLEARANCE,2022,0,0.10309570123519118,MIDDLE,OPPONENT,2022 - OPPONENT 9 - AWAY,GK,0.75,9.65,0.01
3,77,SAVED,14.17,36.76,PLAYER 9,HOME,OPENPLAY,LEFTFOOT,NONDOMINANT,OPPONENT 6,DUGGAN,SHORT PASS,MIDDLE,OFFENSIVE,RESTART,2022,0,0.15757012994909078,MIDDLE,TEAM,2022 - OPPONENT 6 - HOME,GK,8.17,5.69,0.9382998857261401
3,106,GOAL,107.77,36.15,PLAYER 16,AWAY,OPENPLAY,RIGHTFOOT,,OPPONENT 14,,SHORT PASS,LEFT,DEFENSIVE,COUNTER,2022,1,0.19256268950201405,SIDE,OPPONENT,2022 - OPPONENT 14 - AWAY,GK,3.42,8.28,0.01
3,38,MISSED,7.21,32.66,PLAYER 13,HOME,OPENPLAY,LEFTFOOT,NONDOMINANT,OPPONENT 10,MARSHALL,CROSSONGROUND,RIGHT,MIDDLE,COUNTER,2022,0,0.2748888925548942,SIDE,TEAM,2022 - OPPONENT 10 - HOME,GK,-4.62,11.3,0.01
3,14,MISSED,12.28,33.88,PLAYER 20,AWAY,FREEKICK,RIGHTFOOT,DOMINANT,OPPONENT 5,ZEBRAK,SHORT PASS,MIDDLE,MIDDLE,RESTART,2022,0,0.17936906095189925,MIDDLE,TEAM,2022 - OPPONENT 5 - AWAY,GK,9.93,8.36,0.01
3,68,BLOCKED,103.01,36.1,PLAYER 16,AWAY,THROW-IN,RIGHTFOOT,,OPPONENT 9,,SHORT PASS,LEFT,OFFENSIVE,THROW-IN,2022,0,0.11791768069227863,SIDE,OPPONENT,2022 - OPPONENT 9 - AWAY,GK,-11.47,3.83,0.9497643426016401
3,6,GOAL,12.23,35.7,PLAYER 8,HOME,OPENPLAY,RIGHTFOOT,DOMINANT,OPPONENT 14,KING,SHORT PASS,RIGHT,DEFENSIVE,RESTART,2022,1,0.19093219075534568,SIDE,TEAM,2022 - OPPONENT 14 - HOME,GK,13.63,5.74,0.01
3,11,GOAL,11.41,50.23,PLAYER 20,AWAY,OPENPLAY,RIGHTFOOT,DOMINANT,OPPONENT 4,SOMMERFELD,CROSSONGROUND,RIGHT,MIDDLE,LONG BALL,2022,1,0.10113872001604433,SIDE,TEAM,2022 - OPPONENT 4 - AWAY,GK,9.4,1.97,0.9481770848091579
3,52,GOAL,110.35,35.54,PLAYER 16,HOME,OPENPLAY,RIGHTFOOT,,OPPONENT 1,,THROUGH BALL,RIGHT,DEFENSIVE,COUNTER,2022,1,0.25467387649519135,SIDE,OPPONENT,2022 - OPPONENT 1 - HOME,GK,8.69,11.73,0.01
3,53,GOAL,7.03,39.16,PLAYER 9,AWAY,OPENPLAY,RIGHTFOOT,DOMINANT,OPPONENT 9,KERN,CROSSONGROUND,LEFT,MIDDLE,COUNTER,2022,1,0.3591969915327253,SIDE,TEAM,2022 - OPPONENT 9 - AWAY,GK,-1,5.22,0.8852029576813715
3,73,BLOCKED,10.4,50.58,PLAYER 3,HOME,OPENPLAY,RIGHTFOOT,DOMINANT,OPPONENT 3,KING,SHORT PASS,MIDDLE,OFFENSIVE,COUNTER,2022,0,0.10252207050351897,MIDDLE,TEAM,2022 - OPPONENT 3 - HOME,GK,-0.38,11.42,0.01
3,68,BLOCKED,10.84,42.5,PLAYER 3,HOME,THROW-IN,LEFTFOOT,NONDOMINANT,OPPONENT 3,,,LEFT,OFFENSIVE,THROW-IN,2022,0,0.19249338823424622,SIDE,TEAM,2022 - OPPONENT 3 - HOME,GK,14.05,1.06,0.01
3,75,GOAL,113.13,48.15,PLAYER 16,AWAY,OPENPLAY,LEFTFOOT,,OPPONENT 4,,CROSSINAIR,RIGHT,OFFENSIVE,RESTART,2022,1,0.14454090803167932,SIDE,OPPONENT,2022 - OPPONENT 4 - AWAY,GK,-13.13,7.39,0.01
4,83,BLOCKED,109.34,25.56,PLAYER 16,AWAY,OPENPLAY,RIGHTVOLLEY,,OPPONENT 9,,,RIGHT,OFFENSIVE,COUNTER,2022,0,0.11193664208900427,SIDE,OPPONENT,2022 - OPPONENT 9 - AWAY,GK,5.75,8.83,0.01
4,2,SAVED,109.16,53.22,PLAYER 16,HOME,FREEKICK,HEADER,,OPPONENT 3,,LONG BALL,MIDDLE,MIDDLE,RESTART,2022,0,0.08053879052859184,MIDDLE,OPPONENT,2022 - OPPONENT 3 - HOME,GK,17.35,3.54,0.01
4,71,MISSED,0.24,30.23,PLAYER 7,HOME,FREEKICK,HEADER,*,OPPONENT 1,MARSHALL,CROSSINAIR,RIGHT,OFFENSIVE,RESTART,2022,0,0.15192890625885264,SIDE,TEAM,2022 - OPPONENT 1 - HOME,GK,2.86,6.54,0.9275436044799975
4,85,SAVED,8.81,58.07,PLAYER 18,HOME,FREEKICK,HEADER,*,OPPONENT 3,SUNDERMANN,LONG BALL,MIDDLE,OFFENSIVE,RESTART,2022,0,0.0564168355373639,MIDDLE,TEAM,2022 - OPPONENT 3 - HOME,GK,-10.3,3.49,0.9434731336926304
4,3,BLOCKED,103,22.27,PLAYER 16,AWAY,THROW-IN,RIGHTVOLLEY,,OPPONENT 14,,THROW-IN,RIGHT,OFFENSIVE,THROW-IN,2022,0,0.06237155620336877,SIDE,OPPONENT,2022 - OPPONENT 14 - AWAY,GK,7.98,5.16,0.9318636484831555
4,47,SAVED,6.45,28.29,PLAYER 20,AWAY,THROW-IN,RIGHTVOLLEY,DOMINANT,OPPONENT 4,W. SHAFFER,CROSSINAIR,LEFT,OFFENSIVE,THROW-IN,2022,0,0.1715102967614122,SIDE,TEAM,2022 - OPPONENT 4 - AWAY,GK,-16.93,2.37,0.01
4,86,SAVED,101.57,28.13,PLAYER 16,HOME,OPENPLAY,RIGHTVOLLEY,,OPPONENT 8,,OTHER,MIDDLE,OFFENSIVE,COUNTER,2022,0,0.080090506344197,MIDDLE,OPPONENT,2022 - OPPONENT 8 - HOME,GK,-5.99,7.28,0.9499780134397523
4,52,MISSED,102.03,18.8,PLAYER 16,AWAY,THROW-IN,LEFTVOLLEY,,OPPONENT 4,,,RIGHT,OFFENSIVE,THROW-IN,2022,0,0.04670247810269551,SIDE,OPPONENT,2022 - OPPONENT 4 - AWAY,GK,7.92,3.21,0.928540517783887
4,65,MISSED,6.49,28.65,PLAYER 22,HOME,OPENPLAY,LEFTVOLLEY,DOMINANT,OPPONENT 1,,,LEFT,OFFENSIVE,DEFLECTED SHOT,2022,0,0.1788194651011913,SIDE,TEAM,2022 - OPPONENT 1 - HOME,GK,-17.09,10.31,0.01
4,26,MISSED,15.76,29.18,PLAYER 8,HOME,THROW-IN,LEFTVOLLEY,NONDOMINANT,OPPONENT 12,,,RIGHT,OFFENSIVE,THROW-IN,2022,0,0.10427919468214106,SIDE,TEAM,2022 - OPPONENT 12 - HOME,GK,0.94,11.31,0.01
4,79,GOAL,102.17,61.77,PLAYER 16,HOME,CORNER,RIGHTVOLLEY,,OPPONENT 8,,SHORT PASS,LEFT,OFFENSIVE,RESTART,2022,1,0.031715072463305634,SIDE,OPPONENT,2022 - OPPONENT 8 - HOME,GK,9.71,5.55,0.9456296733768523
4,90,SAVED,106.83,27.99,PLAYER 16,AWAY,OPENPLAY,RIGHTVOLLEY,,OPPONENT 2,,,LEFT,OFFENSIVE,POOR CLEARANCE,2022,0,0.11739860454914164,SIDE,OPPONENT,2022 - OPPONENT 2 - AWAY,GK,-0.36,0.54,0.9433063082331811
4,43,BLOCKED,8.75,54,PLAYER 22,AWAY,OPENPLAY,HEADER,,OPPONENT 2,LOCKE,CROSSINAIR,RIGHT,MIDDLE,RESTART,2022,0,0.0797790035470563,SIDE,TEAM,2022 - OPPONENT 2 - AWAY,GK,2.51,6.22,0.9191125231491472
4,2,SAVED,9.66,26.16,PLAYER 8,HOME,OPENPLAY,LEFTFOOT,NONDOMINANT,OPPONENT 1,SOMMERFELD,SHORT PASS,RIGHT,MIDDLE,COUNTER,2022,0,0.12337113481481052,SIDE,TEAM,2022 - OPPONENT 1 - HOME,GK,-17.48,7.92,0.01
4,13,MISSED,102.06,52.48,PLAYER 16,HOME,OPENPLAY,LEFTFOOT,,OPPONENT 11,,LONG BALL,MIDDLE,DEFENSIVE,LONG BALL,2022,0,0.05994290767551299,MIDDLE,OPPONENT,2022 - OPPONENT 11 - HOME,GK,-15.53,6.85,0.01
4,19,BLOCKED,8.19,26.78,PLAYER 8,HOME,OPENPLAY,LEFTFOOT,NONDOMINANT,OPPONENT 1,DUGGAN,THROUGH BALL,MIDDLE,MIDDLE,COUNTER,2022,0,0.13846292661696255,MIDDLE,TEAM,2022 - OPPONENT 1 - HOME,GK,6.22,5.9,0.9298433202503411
4,67,SAVED,109.58,27.29,PLAYER 16,AWAY,OPENPLAY,RIGHTFOOT,,OPPONENT 5,,SHORT PASS,MIDDLE,MIDDLE,COUNTER,2022,0,0.13166503540017516,MIDDLE,OPPONENT,2022 - OPPONENT 5 - AWAY,GK,8.39,11.94,0.01
4,74,BLOCKED,106.1,24.7,PLAYER 16,AWAY,OPENPLAY,RIGHTFOOT,,OPPONENT 5,,CROSSINAIR,LEFT,MIDDLE,POSSESSION,2022,0,0.08839094286995137,SIDE,OPPONENT,2022 - OPPONENT 5 - AWAY,GK,1.78,0.71,0.9410372000384716
4,11,MISSED,105.6,20.82,PLAYER 16,AWAY,OPENPLAY,RIGHTFOOT,,OPPONENT 2,,LONG BALL,RIGHT,DEFENSIVE,LONG BALL,2022,0,0.06451382314603978,SIDE,OPPONENT,2022 - OPPONENT 2 - AWAY,GK,-15.66,4.55,0.01
4,11,SAVED,110.5,54.09,PLAYER 16,AWAY,OPENPLAY,LEFTFOOT,,OPPONENT 4,,CROSSINAIR,RIGHT,OFFENSIVE,COUNTER,2022,0,0.0778130497909582,SIDE,OPPONENT,2022 - OPPONENT 4 - AWAY,GK,0.68,3.34,0.8634497797193612
4,31,BLOCKED,10.46,25.48,PLAYER 8,HOME,OPENPLAY,RIGHTFOOT,DOMINANT,OPPONENT 1,MARSHALL,SHORT PASS,MIDDLE,MIDDLE,COUNTER,2022,0,0.11216321513165006,MIDDLE,TEAM,2022 - OPPONENT 1 - HOME,GK,17.45,9.96,0.01
4,63,BLOCKED,102.49,63.06,PLAYER 16,HOME,OPENPLAY,RIGHTFOOT,,OPPONENT 3,,SHORT PASS,LEFT,DEFENSIVE,LONG BALL,2022,0,0.029260939663091956,SIDE,OPPONENT,2022 - OPPONENT 3 - HOME,GK,-11.17,4.05,0.9480085462733946
4,7,MISSED,107.62,53.96,PLAYER 16,AWAY,OPENPLAY,LEFTFOOT,,OPPONENT 14,,SHORT PASS,MIDDLE,MIDDLE,COUNTER,2022,0,0.07162132297853804,MIDDLE,OPPONENT,2022 - OPPONENT 14 - AWAY,GK,-16.15,7.76,0.01
4,17,BLOCKED,104.66,27.1,PLAYER 16,AWAY,OPENPLAY,RIGHTFOOT,,OPPONENT 4,,CROSSINAIR,RIGHT,MIDDLE,COUNTER,2022,0,0.09514345881116856,SIDE,OPPONENT,2022 - OPPONENT 4 - AWAY,GK,13.72,5.02,0.01
4,59,SAVED,14.88,55.82,PLAYER 20,AWAY,OPENPLAY,RIGHTFOOT,DOMINANT,OPPONENT 9,KERN,THROUGH BALL,MIDDLE,OFFENSIVE,COUNTER,2022,0,0.05581683691034685,MIDDLE,TEAM,2022 - OPPONENT 9 - AWAY,GK,9.28,9.32,0.01
4,34,SAVED,110.5,54.09,PLAYER 16,AWAY,OPENPLAY,RIGHTFOOT,,OPPONENT 4,,SHORT PASS,LEFT,DEFENSIVE,LONG BALL,2022,0,0.0778130497909582,SIDE,OPPONENT,2022 - OPPONENT 4 - AWAY,GK,11.18,5.75,0.9543917829194872
4,57,SAVED,17.56,26.06,PLAYER 8,HOME,OPENPLAY,RIGHTFOOT,DOMINANT,OPPONENT 1,KING,SHORT PASS,MIDDLE,DEFENSIVE,COUNTER,2022,0,0.07641809170140092,MIDDLE,TEAM,2022 - OPPONENT 1 - HOME,GK,6.45,7.31,0.9517286034960144
4,15,MISSED,15.21,28.91,PLAYER 20,HOME,OPENPLAY,RIGHTFOOT,DOMINANT,OPPONENT 14,,,LEFT,MIDDLE,RESTART,2022,0,0.1072229236048423,SIDE,TEAM,2022 - OPPONENT 14 - HOME,GK,-14.26,0.9,0.01
4,65,BLOCKED,18.13,27.06,PLAYER 22,HOME,OPENPLAY,LEFTFOOT,DOMINANT,OPPONENT 1,KERN,CROSSONGROUND,LEFT,DEFENSIVE,POSSESSION,2022,0,0.07754676255110497,SIDE,TEAM,2022 - OPPONENT 1 - HOME,GK,4.37,10.32,0.01
4,80,BLOCKED,8.65,27.66,PLAYER 20,AWAY,THROW-IN,LEFTFOOT,NONDOMINANT,OPPONENT 13,GERVERS,THROW-IN,LEFT,OFFENSIVE,RESTART,2022,0,0.14853994964339443,SIDE,TEAM,2022 - OPPONENT 13 - AWAY,GK,13.69,6.78,0.01
4,43,BLOCKED,12.58,53.37,PLAYER 11,HOME,OPENPLAY,LEFTFOOT,DOMINANT,OPPONENT 10,KING,SHORT PASS,MIDDLE,DEFENSIVE,COUNTER,2022,0,0.07446228107144771,MIDDLE,TEAM,2022 - OPPONENT 10 - HOME,GK,2,10.8,0.01
4,67,SAVED,109.92,23.54,PLAYER 16,AWAY,OPENPLAY,RIGHTFOOT,,OPPONENT 4,,SHORT PASS,MIDDLE,DEFENSIVE,POSSESSION,2022,0,0.09607931669725853,MIDDLE,OPPONENT,2022 - OPPONENT 4 - AWAY,GK,-10.8,9.59,0.01
4,60,MISSED,103,59.84,PLAYER 16,AWAY,CORNER,RIGHTFOOT,,OPPONENT 14,,CROSSINAIR,RIGHT,OFFENSIVE,RESTART,2022,0,0.03781201651649934,SIDE,OPPONENT,2022 - OPPONENT 14 - AWAY,GK,2.24,5.37,0.8953029285877754
4,56,SAVED,11.56,62.62,PLAYER 20,HOME,THROW-IN,RIGHTFOOT,DOMINANT,OPPONENT 10,LOCKE,THROUGH BALL,RIGHT,OFFENSIVE,THROW-IN,2022,0,0.03680247174610391,SIDE,TEAM,2022 - OPPONENT 10 - HOME,GK,5.3,9.26,0.01
4,80,MISSED,12.68,54.11,PLAYER 23,HOME,OPENPLAY,LEFTFOOT,NONDOMINANT,OPPONENT 6,,OTHER,RIGHT,MIDDLE,RESTART,2022,0,0.06992789866944497,SIDE,TEAM,2022 - OPPONENT 6 - HOME,GK,-6.37,11.2,0.01
4,16,BLOCKED,111.65,58.78,PLAYER 16,HOME,OPENPLAY,LEFTFOOT,,OPPONENT 13,,LONG BALL,MIDDLE,DEFENSIVE,LONG BALL,2022,0,0.05358400875549734,MIDDLE,OPPONENT,2022 - OPPONENT 13 - HOME,GK,6.27,9.26,0.01
4,82,BLOCKED,105.4,26.59,PLAYER 16,HOME,OPENPLAY,RIGHTFOOT,,OPPONENT 12,,CROSSONGROUND,LEFT,MIDDLE,LONG BALL,2022,0,0.09678580551598606,SIDE,OPPONENT,2022 - OPPONENT 12 - HOME,GK,-15.99,3.65,0.01
4,14,SAVED,103.2,54.56,PLAYER 16,HOME,OPENPLAY,LEFTFOOT,,OPPONENT 8,,,LEFT,MIDDLE,COUNTER,2022,0,0.05564623991723825,SIDE,OPPONENT,2022 - OPPONENT 8 - HOME,GK,8.89,2.29,0.9425385596904347
4,70,SAVED,106.78,17.76,PLAYER 16,AWAY,OPENPLAY,RIGHTFOOT,,OPPONENT 9,,THROUGH BALL,MIDDLE,MIDDLE,COUNTER,2022,0,0.05355377245353709,MIDDLE,OPPONENT,2022 - OPPONENT 9 - AWAY,GK,9.7,5.78,0.9474405767829311
4,22,MISSED,17.3,24.23,PLAYER 22,HOME,OPENPLAY,LEFTFOOT,DOMINANT,OPPONENT 14,,SHORT PASS,RIGHT,DEFENSIVE,POSSESSION,2022,0,0.06958302197247329,SIDE,TEAM,2022 - OPPONENT 14 - HOME,GK,9.56,9.27,0.01
4,11,SAVED,13.45,19.88,PLAYER 9,HOME,CORNER,RIGHTFOOT,DOMINANT,OPPONENT 11,GERVERS,SHORT PASS,RIGHT,OFFENSIVE,RESTART,2022,0,0.0626071323662114,SIDE,TEAM,2022 - OPPONENT 11 - HOME,GK,17.98,9.23,0.01
4,21,GOAL,112.37,52.94,PLAYER 16,AWAY,OPENPLAY,RIGHTFOOT,,OPPONENT 5,,THROUGH BALL,MIDDLE,DEFENSIVE,COUNTER,2022,1,0.08941784429468043,MIDDLE,OPPONENT,2022 - OPPONENT 5 - AWAY,GK,-2.73,2.9,0.8908708222877372
4,42,SAVED,107.28,27.96,PLAYER 16,HOME,OPENPLAY,RIGHTFOOT,,OPPONENT 7,,THROUGH BALL,MIDDLE,MIDDLE,COUNTER,2022,0,0.1207895564494142,MIDDLE,OPPONENT,2022 - OPPONENT 7 - HOME,GK,-6.28,1.06,0.9459963471887214
4,69,SAVED,17.59,53.5,PLAYER 20,AWAY,OPENPLAY,RIGHTFOOT,DOMINANT,OPPONENT 13,KING,SHORT PASS,RIGHT,MIDDLE,RESTART,2022,0,0.05724980698158468,SIDE,TEAM,2022 - OPPONENT 13 - AWAY,GK,9.42,0.42,0.9632677513640854
4,65,SAVED,12.14,27.37,PLAYER 14,HOME,OPENPLAY,RIGHTFOOT,DOMINANT,OPPONENT 3,PARKER,SHORT PASS,LEFT,MIDDLE,POSSESSION,2022,0,0.1199601153977471,SIDE,TEAM,2022 - OPPONENT 3 - HOME,GK,-12.24,2.95,0.01
4,84,SAVED,105.98,52.75,PLAYER 16,AWAY,OPENPLAY,LEFTFOOT,,OPPONENT 14,,SHORT PASS,RIGHT,OFFENSIVE,COUNTER,2022,0,0.07316224375856242,SIDE,OPPONENT,2022 - OPPONENT 14 - AWAY,GK,-2.05,4.86,0.8791547209321595
4,58,GOAL,7.79,29.78,PLAYER 21,HOME,OPENPLAY,LEFTFOOT,NONDOMINANT,OPPONENT 8,W. SHAFFER,SHORT PASS,MIDDLE,OFFENSIVE,COUNTER,2022,1,0.19294339973597038,MIDDLE,TEAM,2022 - OPPONENT 8 - HOME,GK,-1.82,6.21,0.9169884037589762
4,9,MISSED,104.64,60.14,PLAYER 16,AWAY,OPENPLAY,LEFTFOOT,,OPPONENT 6,,,LEFT,OFFENSIVE,COUNTER,2022,0,0.03957231908768017,SIDE,OPPONENT,2022 - OPPONENT 6 - AWAY,GK,-8.81,10.32,0.01
4,52,GOAL,9.1,27.37,PLAYER 8,HOME,OPENPLAY,RIGHTFOOT,DOMINANT,OPPONENT 11,PARKER,THROUGH BALL,LEFT,DEFENSIVE,POSSESSION,2022,1,0.14156221188559193,SIDE,TEAM,2022 - OPPONENT 11 - HOME,GK,8,11.3,0.01
4,3,SAVED,12,55.57,PLAYER 21,HOME,OPENPLAY,RIGHTFOOT,DOMINANT,OPPONENT 10,PARKER,SHORT PASS,LEFT,MIDDLE,COUNTER,2022,0,0.06383163494247318,SIDE,TEAM,2022 - OPPONENT 10 - HOME,GK,0.75,3.54,0.8560965978403053
5,66,SAVED,5.91,55.13,PLAYER 18,HOME,OPENPLAY,HEADER,*,OPPONENT 7,GERVERS,LONG BALL,MIDDLE,MIDDLE,LONG BALL,2022,0,0.07469970957330589,MIDDLE,TEAM,2022 - OPPONENT 7 - HOME,GK,5.74,8.18,0.01
5,31,MISSED,113.59,57.28,PLAYER 16,AWAY,OPENPLAY,LEFTFOOT,,OPPONENT 14,,SHORT PASS,MIDDLE,MIDDLE,RESTART,2022,0,0.06201524677585113,MIDDLE,OPPONENT,2022 - OPPONENT 14 - AWAY,GK,-13.28,2.31,0.01
5,92,MISSED,118.06,57.43,PLAYER 16,AWAY,OPENPLAY,LEFTFOOT,,OPPONENT 6,,SHORT PASS,RIGHT,DEFENSIVE,RESTART,2022,0,0.05988455653783271,SIDE,OPPONENT,2022 - OPPONENT 6 - AWAY,GK,1.98,5.9,0.9092060169908153
5,35,SAVED,115.53,26.01,PLAYER 16,AWAY,OPENPLAY,RIGHTFOOT,,OPPONENT 9,,THROUGH BALL,MIDDLE,MIDDLE,COUNTER,2022,0,0.13264563688809897,MIDDLE,OPPONENT,2022 - OPPONENT 9 - AWAY,GK,-10.05,9.81,0.01
5,86,MISSED,114.23,52.47,PLAYER 16,AWAY,OPENPLAY,LEFTFOOT,,OPPONENT 5,,CROSSONGROUND,LEFT,MIDDLE,POSSESSION,2022,0,0.09476885396896112,SIDE,OPPONENT,2022 - OPPONENT 5 - AWAY,GK,-7.36,0.16,0.9606411737173025
5,82,MISSED,113.29,60.29,PLAYER 16,AWAY,OPENPLAY,LEFTFOOT,,OPPONENT 6,,SHORT PASS,RIGHT,DEFENSIVE,RESTART,2022,0,0.04817710000977386,SIDE,OPPONENT,2022 - OPPONENT 6 - AWAY,GK,-12.55,9.27,0.01
5,51,SAVED,5.47,51.9,PLAYER 20,HOME,OPENPLAY,RIGHTFOOT,DOMINANT,OPPONENT 3,SOMMERFELD,CROSSONGROUND,RIGHT,DEFENSIVE,POSSESSION,2022,0,0.09992774171880488,SIDE,TEAM,2022 - OPPONENT 3 - HOME,GK,17.41,10.63,0.01
5,32,MISSED,4.31,27.96,PLAYER 21,HOME,OPENPLAY,RIGHTFOOT,DOMINANT,OPPONENT 3,,,LEFT,OFFENSIVE,COUNTER,2022,0,0.16605047621000144,SIDE,TEAM,2022 - OPPONENT 3 - HOME,GK,-13.84,2.03,0.01
5,54,MISSED,115.4,52.78,PLAYER 16,HOME,OPENPLAY,LEFTFOOT,,OPPONENT 7,,SHORT PASS,LEFT,OFFENSIVE,COUNTER,2022,0,0.09170536991728376,SIDE,OPPONENT,2022 - OPPONENT 7 - HOME,GK,-5.81,10.12,0.01
5,28,MISSED,113.88,29.21,PLAYER 16,AWAY,OPENPLAY,RIGHTFOOT,,OPPONENT 14,,SHORT PASS,LEFT,DEFENSIVE,RESTART,2022,0,0.19349301701283658,SIDE,OPPONENT,2022 - OPPONENT 14 - AWAY,GK,8.72,8.01,0.01
6,37,MISSED,99.3,49.25,PLAYER 16,HOME,CORNER,LEFTVOLLEY,,OPPONENT 11,,,LEFT,OFFENSIVE,RESTART,2022,0,0.059885191549733735,SIDE,OPPONENT,2022 - OPPONENT 11 - HOME,GK,-10.76,8.49,0.01
6,86,MISSED,98.44,58.12,PLAYER 16,AWAY,CORNER,RIGHTVOLLEY,,OPPONENT 5,,CROSSINAIR,RIGHT,OFFENSIVE,RESTART,2022,0,0.03380202716995403,SIDE,OPPONENT,2022 - OPPONENT 5 - AWAY,GK,-11.35,10.06,0.01
6,85,BLOCKED,22,58.51,PLAYER 3,HOME,FREEKICK,RIGHTVOLLEY,DOMINANT,OPPONENT 3,,,MIDDLE,MIDDLE,RESTART,2022,0,0.03216267289456001,MIDDLE,TEAM,2022 - OPPONENT 3 - HOME,GK,-16.97,0.05,0.01
